rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Ohio Elite SA ECNL G09,Ohio Elite Soccer Academy,47010,16,13,1,2,41,2.56,83,21,62
2,Indy Eleven Pro Academy ECNL G09,Indy Eleven Academy,46997,16,10,2,4,34,2.13,33,16,17
3,Tennessee SC ECNL G09,Tennessee SC,47036,16,11,4,1,34,2.13,41,21,20
4,FC Pride Elite ECNL G09,FC Pride,45768,16,4,9,3,15,0.94,13,29,-16
5,Racing Louisville Academy ECNL G09,Racing Louisville Academy,59527,16,1,13,2,5,0.31,10,65,-55
6,FC Alliance ECNL G09,FC Alliance TN,59348,16,1,13,2,5,0.31,10,59,-49
