rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Ohio Elite SA ECNL G08/07,Ohio Elite Soccer Academy,46798,16,10,4,2,32,2.0,40,14,26
2,Indy Eleven Pro Academy ECNL G08,Indy Eleven Academy,46796,15,7,2,6,27,1.8,32,17,15
3,Tennessee SC ECNL G08/07,Tennessee SC,46804,15,6,5,4,22,1.47,22,14,8
4,FC Pride Elite ECNL G08/07,No Club Selection,110071,16,3,11,2,11,0.69,15,40,-25
5,Racing Louisville Academy ECNL G08/07,Racing Louisville Academy,45893,16,3,12,1,10,0.63,16,41,-25
6,FC Alliance ECNL G08/07,FC Alliance TN,35238,16,1,13,2,5,0.31,9,40,-31
