rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Internationals SC ECNL G09,Internationals SC,47003,16,12,1,3,39,2.44,59,17,42
2,Ohio Premier ECNL G09,Ohio Premier,60137,16,10,4,2,32,2.0,54,19,35
3,Pittsburgh Riverhounds ECNL G09,Pittsburgh Riverhounds,4298,16,9,4,3,30,1.88,41,25,16
4,WNY Flash ECNL G09,WNY Flash Academy,47038,16,7,8,1,22,1.38,40,29,11
5,Cleveland Force SC ECNL G09,Cleveland Force SC,46987,16,4,9,3,15,0.94,24,24,0
6,GTFC Impact ECNL G09,GTFC Impact,108209,16,1,15,0,3,0.19,13,96,-83
