rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Crossfire Premier ECNL G08,No Club Selection,21818,13,12,0,1,37,2.85,55,5,50
2,Real Colorado National ECNL G08,Real Colorado,45853,13,10,1,2,32,2.46,41,5,36
3,Colorado Rapids ECNL G08,Colorado Storm,46752,13,7,0,6,27,2.08,27,9,18
4,Eastside FC ECNL G08,Eastside FC (WA),46753,13,8,3,2,26,2.0,41,15,26
5,Real Colorado Athletico ECNL G08,Real Colorado,46443,13,7,3,3,24,1.85,23,15,8
6,La Roca FC ECNL G08,La Roca FC,45848,13,7,4,2,23,1.77,28,21,7
7,Washington Premier ECNL G08,Washington Premier FC,39098,13,6,4,3,21,1.62,20,18,2
8,Pride SC ECNL G08,Pride SC,35220,13,6,6,1,19,1.46,12,28,-16
9,Portland Thorns ECNL G08,Portland Thorns FC,45859,13,2,5,6,12,0.92,13,22,-9
10,Seattle United ECNL G08,Seattle United,39162,13,3,8,2,11,0.85,11,21,-10
11,Utah Avalanche ECNL G08,Utah Avalanche,46754,13,2,9,2,8,0.62,15,36,-21
12,PacNW SC ECNL G08,PacNW,35172,13,2,10,1,7,0.54,14,47,-33
13,Boise Thorns FC ECNL G08,Boise Timbers | Thorns,46756,13,1,10,2,5,0.38,9,37,-28
14,Northwest Elite FC ECNL G08,Oregon Surf SC,66436,13,1,11,1,4,0.31,10,40,-30
