rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Stars Blue ECNL G08/07,FC Stars,35278,12,12,0,0,36,3.0,50,1,49
2,Scorpions SC ECNL G08/07,Scorpions SC,46961,12,9,2,1,28,2.33,31,13,18
3,SUSA FC ECNL G08/07,SUSA FC,14509,11,5,3,3,18,1.64,20,10,10
4,World Class FC ECNL G08/07,World Class FC,36640,11,6,5,0,18,1.64,19,15,4
5,Connecticut FC United ECNL G08/07,Connecticut FC,46829,11,4,5,2,14,1.27,18,24,-6
6,FC Stars White ECNL G08/07,FC Stars,21552,12,4,5,3,15,1.25,9,17,-8
7,Select ECNL G08/07,Select,95009,12,3,7,2,11,0.92,11,26,-15
8,FSA FC ECNL G08/07,FSA FC,25539,12,3,8,1,10,0.83,16,30,-14
9,East Meadow SC ECNL G08/07,East Meadow Soccer Club,36634,11,0,11,0,0,0.0,5,43,-38
