rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Stars Blue ECNL G11,FC Stars,61500,16,11,2,3,36,2.25,32,9,23
2,SUSA FC ECNL G11,SUSA FC,59943,16,9,3,4,31,1.94,23,8,15
3,Select ECNL G11,Select,95005,16,9,4,3,30,1.88,30,13,17
4,World Class FC ECNL G11,World Class FC,40890,16,8,4,4,28,1.75,23,14,9
5,East Meadow SC ECNL G11,East Meadow Soccer Club,60352,16,8,4,4,28,1.75,25,19,6
6,Connecticut FC United ECNL G11,Connecticut FC,82324,16,7,6,3,24,1.5,24,17,7
7,Scorpions SC ECNL G11,Scorpions SC,69533,16,3,9,4,13,0.81,14,29,-15
8,FC Stars White ECNL G11,FC Stars,61270,16,0,11,5,5,0.31,6,37,-31
9,FSA FC ECNL G11,FSA FC,60789,16,0,12,4,4,0.25,6,37,-31
