rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,MVLA ECNL G10,MVLA,33633,18,18,0,0,54,3.0,108,7,101
2,Mustang SC ECNL G10,Mustang Soccer,18712,18,15,3,0,45,2.5,72,15,57
3,San Juan SC ECNL G10,San Juan Soccer Club,32669,18,14,4,0,42,2.33,59,17,42
4,De Anza Force ECNL G10,Force,62271,18,11,6,1,34,1.89,44,23,21
5,Bay Area Surf ECNL G10,Bay Area Surf,69036,18,10,6,2,32,1.78,35,31,4
6,Placer United ECNL G10,Placer United Soccer Club,68832,18,8,10,0,24,1.33,33,45,-12
7,Santa Rosa United ECNL G10,Santa Rosa United Soccer,68674,18,3,14,1,10,0.56,14,64,-50
8,Marin FC ECNL G10,Marin FC,62042,18,2,13,3,9,0.5,19,79,-60
9,Davis Legacy ECNL G10,Davis Legacy Soccer Club,69625,18,2,14,2,8,0.44,15,62,-47
10,Pleasanton RAGE ECNL G10,Pleasanton Rage,44309,18,2,15,1,7,0.39,16,72,-56
