rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,St. Louis Scott Gallagher Navy ECNL G2013/14,St. Louis Scott Gallagher,134824,3,2,1,0,6,2.0,13,1,12
2,Gretna Elite Academy ECNL G2013/14,Gretna Elite Academy,131784,3,2,1,0,6,2.0,6,6,0
3,St. Louis Scott Gallagher Green ECNL G2013/14,St. Louis Scott Gallagher,134825,3,1,1,1,4,1.33,2,4,-2
4,Sporting Iowa ECNL G2013/14,Sporting Iowa Central,97576,3,1,2,0,3,1.0,4,6,-2
5,MN Thunder Academy ECNL G2013/14,Minnesota Thunder Academy,134409,0,0,0,0,0,0.0,0,0,0
6,Kansas City Athletics ECNL G2013/14,KC Athletics,131343,1,0,1,0,0,0.0,2,3,-1
7,Sporting Blue Valley ECNL G2013/14,Sporting Blue Valley,131574,1,0,1,0,0,0.0,1,2,-1
8,Missouri Rush ECNL G2013/14,Missouri Rush,131930,2,0,2,0,0,0.0,3,8,-5
