rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Legends FC ECNL G09,Legends FC (CA),10361,24,20,2,2,62,2.58,70,20,50
2,Beach FC ECNL G09,Beach Futbol Club,60046,24,15,6,3,48,2.0,59,27,32
3,Eagles SC ECNL G09,Eagles SC,5544,24,11,8,5,38,1.58,46,36,10
4,SLAMMERS FC ECNL G09,Slammers FC,42498,24,9,10,5,32,1.33,38,36,2
5,Utah Royals FC-AZ ECNL G09,Utah Royals FC - AZ,56530,24,8,10,6,30,1.25,37,32,5
6,Sporting California USA ECNL G09,Sporting California USA,59459,24,7,13,4,25,1.04,28,46,-18
7,Heat FC ECNL G09,LV Heat Surf SC ,50614,24,6,14,4,22,0.92,32,58,-26
8,LAFC So Cal ECNL G09,LAFC So Cal,59866,24,2,19,3,9,0.38,18,51,-33
9,LA Breakers FC ECNL G09,LA Breakers FC,55512,24,0,21,3,3,0.13,9,84,-75
