rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Legends FC ECNL G07,Legends FC (CA),28540,24,18,3,3,57,2.38,51,21,30
2,Beach FC ECNL G07,Beach Futbol Club,46284,24,16,4,4,52,2.17,65,20,45
3,SLAMMERS FC ECNL G07,Slammers FC,18022,24,14,3,7,49,2.04,62,26,36
4,LAFC So Cal ECNL G07,LAFC So Cal,45888,24,11,9,4,37,1.54,36,27,9
5,Eagles SC ECNL G07,No Club Selection,1153,24,8,8,8,32,1.33,44,45,-1
6,Utah Royals FC-AZ ECNL G07,Utah Royals FC - AZ,56527,24,9,12,3,30,1.25,43,40,3
7,LA Breakers FC ECNL G07,No Club Selection,34925,24,8,12,4,28,1.17,38,57,-19
8,Heat FC ECNL G07,LV Heat Surf SC ,35182,24,4,14,6,18,0.75,34,62,-28
9,Sporting California USA ECNL G07,Sporting California USA,21540,24,1,20,3,6,0.25,9,67,-58
