rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Beach FC ECNL G05/04,Beach Futbol Club,46289,24,22,2,0,66,2.75,73,20,53
2,Utah Royals FC-AZ ECNL G05/04,Utah Royals FC - AZ,56707,24,19,3,2,59,2.46,65,15,50
3,Legends FC ECNL G05/04,Legends FC (CA),17410,24,16,6,2,50,2.08,61,29,32
4,LAFC So Cal ECNL G05/04,LAFC So Cal,45890,24,11,9,4,37,1.54,52,35,17
5,Eagles SC ECNL G05/04,No Club Selection,5941,24,10,9,5,35,1.46,44,38,6
6,Heat FC ECNL G05/04,LV Heat Surf SC ,11814,24,9,11,4,31,1.29,48,49,-1
7,Sporting California USA ECNL G05/04,Sporting California USA,15648,24,8,12,4,28,1.17,38,52,-14
8,SLAMMERS FC ECNL G05/04,Slammers FC,17223,24,8,14,2,26,1.08,33,66,-33
9,LA Breakers FC ECNL G05/04,LA Breakers FC,34922,24,1,21,2,5,0.21,19,77,-58
