rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
8,Sporting California USA ECNL G06,Sporting California USA,20440,24,6,15,3,21,0.88,32,68,-36,G2006,Mojave
9,Utah Royals FC-AZ ECNL G06,Utah Royals FC - AZ,56528,24,5,13,6,21,0.88,31,56,-25,G2006,Mojave
1,Slammers FC HB Koge ECNL G06,Slammers FC HB Koge,17118,23,21,2,0,63,2.74,85,7,78,G2006,Sonoran
2,San Diego Surf ECNL G06,San Diego Surf Soccer Club,45877,23,19,1,3,60,2.61,122,16,106,G2006,Sonoran
3,So Cal Blues ECNL G06,So Cal Blues,13344,23,14,6,3,45,1.96,51,28,23,G2006,Sonoran
4,Rebels SC ECNL G06,Rebels Soccer Club,35184,23,9,9,5,32,1.39,43,41,2,G2006,Sonoran
5,Arizona Arsenal ECNL G06,Arizona Arsenal Soccer Club,20434,23,6,15,2,20,0.87,25,65,-40,G2006,Sonoran
6,Pateadores ECNL G06,Pateadores Soccer Club,68897,23,3,16,4,13,0.57,23,71,-48,G2006,Sonoran
7,Del Mar Sharks ECNL G06,Legends FC - Del Mar,9899,23,4,18,1,13,0.57,22,80,-58,G2006,Sonoran
8,Phoenix Rising ECNL G06,Phoenix Rising FC,20445,23,0,22,1,1,0.04,6,106,-100,G2006,Sonoran
1,Legends FC ECNL G07,Legends FC (CA),28540,24,18,3,3,57,2.38,51,21,30,G2007,Mojave
2,Beach FC ECNL G07,Beach Futbol Club,46284,24,16,4,4,52,2.17,65,20,45,G2007,Mojave
3,SLAMMERS FC ECNL G07,Slammers FC,18022,24,14,3,7,49,2.04,62,26,36,G2007,Mojave
4,LAFC So Cal ECNL G07,LAFC So Cal,45888,24,11,9,4,37,1.54,36,27,9,G2007,Mojave
5,Eagles SC ECNL G07,No Club Selection,1153,24,8,8,8,32,1.33,44,45,-1,G2007,Mojave
6,Utah Royals FC-AZ ECNL G07,Utah Royals FC - AZ,56527,24,9,12,3,30,1.25,43,40,3,G2007,Mojave
7,LA Breakers FC ECNL G07,No Club Selection,34925,24,8,12,4,28,1.17,38,57,-19,G2007,Mojave
8,Heat FC ECNL G07,LV Heat Surf SC ,35182,24,4,14,6,18,0.75,34,62,-28,G2007,Mojave
9,Sporting California USA ECNL G07,Sporting California USA,21540,24,1,20,3,6,0.25,9,67,-58,G2007,Mojave
1,Slammers FC HB Koge ECNL G07,Slammers FC HB Koge,8995,23,21,2,0,63,2.74,79,9,70,G2007,Sonoran
2,San Diego Surf ECNL G07,San Diego Surf Soccer Club,45876,23,16,4,3,51,2.22,59,18,41,G2007,Sonoran
3,Phoenix Rising ECNL G07,Phoenix Rising FC,35183,23,9,8,6,33,1.43,39,31,8,G2007,Sonoran
4,Del Mar Sharks ECNL G07,Legends FC - Del Mar,35180,23,10,10,3,33,1.43,46,48,-2,G2007,Sonoran
5,Pateadores ECNL G07,Pateadores Soccer Club,68895,23,9,11,3,30,1.3,23,36,-13,G2007,Sonoran
6,So Cal Blues ECNL G07,So Cal Blues,35189,23,5,9,9,24,1.04,25,44,-19,G2007,Sonoran
7,Rebels SC ECNL G07,Rebels Soccer Club,9867,23,4,16,3,15,0.65,25,68,-43,G2007,Sonoran
8,Arizona Arsenal ECNL G07,Arizona Arsenal Soccer Club,33451,23,1,19,3,6,0.26,9,68,-59,G2007,Sonoran
1,Legends FC ECNL G08,Legends FC (CA),8362,24,19,2,3,60,2.5,70,11,59,G2008,Mojave
2,Eagles SC ECNL G08,Eagles SC,6122,24,16,3,5,53,2.21,43,15,28,G2008,Mojave
3,Beach FC ECNL G08,Beach Futbol Club,60045,24,13,8,3,42,1.75,47,31,16,G2008,Mojave
4,SLAMMERS FC ECNL G08,Slammers FC,9288,24,12,7,5,41,1.71,43,34,9,G2008,Mojave
5,Sporting California USA ECNL G08,Sporting California USA,28062,24,11,8,5,38,1.58,40,29,11,G2008,Mojave
6,Utah Royals FC-AZ ECNL G08,Utah Royals FC - AZ,56526,24,7,13,4,25,1.04,21,46,-25,G2008,Mojave
7,Heat FC ECNL G08,LV Heat Surf SC ,46745,24,4,18,2,14,0.58,16,76,-60,G2008,Mojave
8,LAFC So Cal ECNL G08,LAFC So Cal,45887,24,3,17,4,13,0.54,13,42,-29,G2008,Mojave
9,LA Breakers FC ECNL G08,No Club Selection,29129,24,3,18,3,12,0.5,18,59,-41,G2008,Mojave
1,San Diego Surf ECNL G08,San Diego Surf Soccer Club,45875,23,18,3,2,56,2.43,77,21,56,G2008,Sonoran
2,So Cal Blues ECNL G08,So Cal Blues,29588,23,18,4,1,55,2.39,76,13,63,G2008,Sonoran
3,Slammers FC HB Koge ECNL G08,Slammers FC HB Koge,29720,23,17,2,4,55,2.39,75,16,59,G2008,Sonoran
4,Rebels SC ECNL G08,Rebels Soccer Club,19029,23,10,8,5,35,1.52,31,32,-1,G2008,Sonoran
5,Del Mar Sharks ECNL G08,Legends FC - Del Mar,46835,23,7,13,3,24,1.04,18,46,-28,G2008,Sonoran
6,Phoenix Rising ECNL G08,Phoenix Rising FC,45886,23,6,12,5,23,1.0,22,44,-22,G2008,Sonoran
7,Pateadores ECNL G08,Pateadores Soccer Club,68894,23,5,13,5,20,0.87,17,45,-28,G2008,Sonoran
8,Arizona Arsenal ECNL G08,Arizona Arsenal Soccer Club,45882,23,1,21,1,4,0.17,5,72,-67,G2008,Sonoran
1,Legends FC ECNL G09,Legends FC (CA),10361,24,20,2,2,62,2.58,70,20,50,G2009,Mojave
2,Beach FC ECNL G09,Beach Futbol Club,60046,24,15,6,3,48,2.0,59,27,32,G2009,Mojave
3,Eagles SC ECNL G09,Eagles SC,5544,24,11,8,5,38,1.58,46,36,10,G2009,Mojave
4,SLAMMERS FC ECNL G09,Slammers FC,42498,24,9,10,5,32,1.33,38,36,2,G2009,Mojave
5,Utah Royals FC-AZ ECNL G09,Utah Royals FC - AZ,56530,24,8,10,6,30,1.25,37,32,5,G2009,Mojave
6,Sporting California USA ECNL G09,Sporting California USA,59459,24,7,13,4,25,1.04,28,46,-18,G2009,Mojave
7,Heat FC ECNL G09,LV Heat Surf SC ,50614,24,6,14,4,22,0.92,32,58,-26,G2009,Mojave
8,LAFC So Cal ECNL G09,LAFC So Cal,59866,24,2,19,3,9,0.38,18,51,-33,G2009,Mojave
9,LA Breakers FC ECNL G09,LA Breakers FC,55512,24,0,21,3,3,0.13,9,84,-75,G2009,Mojave
1,San Diego Surf ECNL G09,San Diego Surf Soccer Club,61178,23,17,2,4,55,2.39,82,26,56,G2009,Sonoran
2,So Cal Blues ECNL G09,So Cal Blues,60035,23,17,3,3,54,2.35,78,22,56,G2009,Sonoran
3,Slammers FC HB Koge ECNL G09,Slammers FC HB Koge,54921,23,13,4,6,45,1.96,53,33,20,G2009,Sonoran
4,Arizona Arsenal ECNL G09,Arizona Arsenal Soccer Club,58586,23,14,6,3,45,1.96,50,23,27,G2009,Sonoran
5,Del Mar Sharks ECNL G09,Legends FC - Del Mar,53810,23,12,8,3,39,1.7,45,40,5,G2009,Sonoran
6,Phoenix Rising ECNL G09,Phoenix Rising FC,59771,23,8,11,4,28,1.22,29,47,-18,G2009,Sonoran
7,Pateadores ECNL G09,Pateadores Soccer Club,68893,23,5,11,7,22,0.96,17,53,-36,G2009,Sonoran
8,Rebels SC ECNL G09,Rebels Soccer Club,26385,23,2,18,3,9,0.39,22,79,-57,G2009,Sonoran
1,Eagles SC ECNL G10,Eagles SC,62045,24,19,2,3,60,2.5,77,17,60,G2010,Mojave
2,Beach FC ECNL G10,Beach Futbol Club,18443,24,15,3,6,51,2.13,52,25,27,G2010,Mojave
3,LAFC So Cal ECNL G10,LAFC So Cal,65560,24,12,10,2,38,1.58,34,23,11,G2010,Mojave
4,SLAMMERS FC ECNL G10,Slammers FC,64956,24,10,8,6,36,1.5,34,25,9,G2010,Mojave
5,Legends FC ECNL G10,Legends FC (CA),65115,24,7,9,8,29,1.21,26,34,-8,G2010,Mojave
6,LA Breakers FC ECNL G10,LA Breakers FC,68845,24,8,12,4,28,1.17,18,46,-28,G2010,Mojave
7,Sporting California USA ECNL G10,Sporting California USA,69733,24,7,12,5,26,1.08,28,44,-16,G2010,Mojave
8,Heat FC ECNL G10,LV Heat Surf SC ,42984,24,6,14,4,22,0.92,18,41,-23,G2010,Mojave
9,Utah Royals FC-AZ ECNL G10,Utah Royals FC - AZ,62330,24,3,18,3,12,0.5,18,49,-31,G2010,Mojave
1,San Diego Surf ECNL G10,San Diego Surf Soccer Club,62104,23,22,1,0,66,2.87,94,13,81,G2010,Sonoran
2,Slammers FC HB Koge ECNL G10,Slammers FC HB Koge,64905,22,16,3,3,51,2.32,52,14,38,G2010,Sonoran
3,So Cal Blues ECNL G10,So Cal Blues,69520,23,17,4,2,53,2.3,64,12,52,G2010,Sonoran
4,Del Mar Sharks ECNL G10,Legends FC - Del Mar,64321,23,8,10,5,29,1.26,35,40,-5,G2010,Sonoran
5,Arizona Arsenal ECNL G10,Arizona Arsenal Soccer Club,65042,22,7,12,3,24,1.09,19,50,-31,G2010,Sonoran
6,Phoenix Rising ECNL G10,Phoenix Rising FC,68888,23,6,11,6,24,1.04,18,41,-23,G2010,Sonoran
7,Rebels SC ECNL G10,Rebels Soccer Club,21001,23,1,18,4,7,0.3,14,65,-51,G2010,Sonoran
8,Pateadores ECNL G10,Pateadores Soccer Club,68892,23,1,18,4,7,0.3,7,69,-62,G2010,Sonoran
