rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,Beach FC ECNL G05/04,Beach Futbol Club,46289,24,22,2,0,66,2.75,73,20,53,G2005/2004,Mojave
2,Utah Royals FC-AZ ECNL G05/04,Utah Royals FC - AZ,56707,24,19,3,2,59,2.46,65,15,50,G2005/2004,Mojave
3,Legends FC ECNL G05/04,Legends FC (CA),17410,24,16,6,2,50,2.08,61,29,32,G2005/2004,Mojave
4,LAFC So Cal ECNL G05/04,LAFC So Cal,45890,24,11,9,4,37,1.54,52,35,17,G2005/2004,Mojave
5,Eagles SC ECNL G05/04,No Club Selection,5941,24,10,9,5,35,1.46,44,38,6,G2005/2004,Mojave
6,Heat FC ECNL G05/04,LV Heat Surf SC ,11814,24,9,11,4,31,1.29,48,49,-1,G2005/2004,Mojave
7,Sporting California USA ECNL G05/04,Sporting California USA,15648,24,8,12,4,28,1.17,38,52,-14,G2005/2004,Mojave
8,SLAMMERS FC ECNL G05/04,Slammers FC,17223,24,8,14,2,26,1.08,33,66,-33,G2005/2004,Mojave
9,LA Breakers FC ECNL G05/04,LA Breakers FC,34922,24,1,21,2,5,0.21,19,77,-58,G2005/2004,Mojave
1,Slammers FC HB Koge ECNL G05/04,Slammers FC HB Koge,10076,23,21,1,1,64,2.78,82,18,64,G2005/2004,Sonoran
2,San Diego Surf ECNL G05/04,San Diego Surf Soccer Club,45878,23,13,8,2,41,1.78,55,40,15,G2005/2004,Sonoran
3,So Cal Blues ECNL G05/04,So Cal Blues,17811,23,12,10,1,37,1.61,22,28,-6,G2005/2004,Sonoran
4,Phoenix Rising ECNL G05/04,Phoenix Rising FC,20446,23,11,11,1,34,1.48,32,33,-1,G2005/2004,Sonoran
5,Arizona Arsenal ECNL G05/04,Arizona Arsenal Soccer Club,19165,23,7,14,2,23,1.0,34,43,-9,G2005/2004,Sonoran
6,Del Mar Sharks ECNL G05/04,Legends FC - Del Mar,16163,23,7,14,2,23,1.0,25,52,-27,G2005/2004,Sonoran
7,Rebels SC ECNL G05/04,Rebels Soccer Club,2399,23,5,16,2,17,0.74,33,67,-34,G2005/2004,Sonoran
8,Pateadores ECNL G05/04,Pateadores Soccer Club,68900,23,2,21,0,6,0.26,18,72,-54,G2005/2004,Sonoran
1,SLAMMERS FC ECNL G06,Slammers FC,9292,24,19,2,3,60,2.5,71,13,58,G2006,Mojave
2,Beach FC ECNL G06,Beach Futbol Club,46286,24,16,5,3,51,2.13,67,27,40,G2006,Mojave
3,Legends FC ECNL G06,Legends FC (CA),4624,24,16,8,0,48,2.0,68,33,35,G2006,Mojave
4,LA Breakers FC ECNL G06,No Club Selection,19489,24,15,6,3,48,2.0,60,33,27,G2006,Mojave
5,LAFC So Cal ECNL G06,LAFC So Cal,45889,24,10,10,4,34,1.42,39,24,15,G2006,Mojave
6,Heat FC ECNL G06,LV Heat Surf SC ,20442,24,7,14,3,24,1.0,36,81,-45,G2006,Mojave
7,Eagles SC ECNL G06,No Club Selection,35181,24,6,14,4,22,0.92,31,63,-32,G2006,Mojave
