rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Bay Area Surf ECNL G09,Bay Area Surf,69035,19,17,2,0,51,2.68,66,19,47
2,San Juan SC ECNL G09,San Juan Soccer Club,31488,20,15,2,3,48,2.4,83,21,62
3,MVLA ECNL G09,MVLA,33438,20,14,2,4,46,2.3,70,18,52
4,Marin FC ECNL G09,Marin FC,56277,20,10,3,7,37,1.85,48,24,24
5,Force (CA) ECNL G09,Force,60044,20,10,6,4,34,1.7,39,25,14
6,Davis Legacy ECNL G09,Davis Legacy Soccer Club,60301,20,8,8,4,28,1.4,54,46,8
7,Mustang SC ECNL G09,Mustang Soccer,31328,20,8,10,2,26,1.3,27,31,-4
8,Pleasanton RAGE ECNL G09,Pleasanton Rage,39256,20,5,13,2,17,0.85,16,44,-28
9,Placer United ECNL G09,Placer United Soccer Club,68831,20,4,14,2,14,0.7,26,38,-12
10,Santa Rosa United ECNL G09,Santa Rosa United Soccer,49621,20,3,16,1,10,0.5,20,68,-48
11,COSC ECNL G09,California Odyssey Soccer Club,95560,19,0,18,1,1,0.05,6,121,-115
