rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Prime ECNL G09,Athletic Club Florida,46728,15,12,1,2,38,2.53,47,12,35
2,Concorde Fire Platinum ECNL G09,Concorde Fire ,59255,15,12,1,2,38,2.53,55,9,46
3,United Futbol Academy ECNL G09,United Futbol Academy,59536,15,12,2,1,37,2.47,33,11,22
4,Atlanta Fire United ECNL G09,Atlanta Fire United,60033,15,9,4,2,29,1.93,37,29,8
5,Florida Elite ECNL G09,Sporting SA,45064,15,9,4,2,29,1.93,33,24,9
6,FL Premier FC ECNL G09,Florida Premier FC,69292,15,7,6,2,23,1.53,27,23,4
7,Florida Krush ECNL G09,Florida Kraze Krush,34958,15,6,4,5,23,1.53,18,15,3
8,Orlando City ECNL G09,Seminole United,59913,15,5,4,6,21,1.4,32,28,4
9,CESA Liberty ECNL G09,Carolina Elite Soccer Academy,46817,15,5,5,5,20,1.33,23,23,0
10,Alabama FC ECNL G09,Alabama FC,58734,15,5,6,4,19,1.27,22,22,0
11,GSA ECNL G09,Gwinnett Soccer Academy,59311,15,5,7,3,18,1.2,29,23,6
12,Jacksonville FC ECNL G09,Jacksonville FC,45667,15,4,10,1,13,0.87,16,37,-21
13,South Carolina United ECNL G09,South Carolina United FC,50959,15,3,9,3,12,0.8,19,27,-8
14,Tampa Bay United ECNL G09,Tampa Bay United,49152,15,2,11,2,8,0.53,6,36,-30
15,Concorde Fire Premier ECNL G09,Concorde Fire ,59236,15,1,11,3,6,0.4,11,44,-33
16,Florida West FC ECNL G09,AC Florida West,45629,15,0,12,3,3,0.2,13,58,-45
