rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Concorde Fire Platinum ECNL G11,Concorde Fire ,81340,15,14,0,1,43,2.87,56,9,47
2,GSA ECNL G11,Gwinnett Soccer Academy,78200,15,11,1,3,36,2.4,49,11,38
3,FC Prime ECNL G11,Athletic Club Florida,83371,15,11,2,2,35,2.33,40,16,24
4,Concorde Fire Premier ECNL G11,Concorde Fire ,81344,15,9,3,3,30,2.0,34,14,20
5,Florida Elite ECNL G11,Sporting SA,69334,15,8,3,4,28,1.87,34,11,23
6,CESA Liberty ECNL G11,Carolina Elite Soccer Academy,78145,15,7,3,5,26,1.73,24,19,5
7,Atlanta Fire United ECNL G11,Atlanta Fire United,79893,15,6,6,3,21,1.4,24,30,-6
8,Florida Krush ECNL G11,Florida Kraze Krush,34957,15,6,8,1,19,1.27,15,23,-8
9,Jacksonville FC ECNL G11,Jacksonville FC,81133,15,5,6,4,19,1.27,16,16,0
10,Alabama FC ECNL G11,Alabama FC,81762,15,5,7,3,18,1.2,25,31,-6
11,FL Premier FC ECNL G11,Florida Premier FC,69294,15,5,8,2,17,1.13,17,24,-7
12,United Futbol Academy ECNL G11,United Futbol Academy,78164,15,4,7,4,16,1.07,15,21,-6
13,Florida West FC ECNL G11,AC Florida West,68724,15,4,10,1,13,0.87,25,45,-20
14,Tampa Bay United ECNL G11,Tampa Bay United,69067,15,4,11,0,12,0.8,18,40,-22
15,South Carolina United ECNL G11,South Carolina United FC,78158,15,2,12,1,7,0.47,17,44,-27
16,Orlando City ECNL G11,Seminole United,80370,15,0,14,1,1,0.07,7,62,-55
