rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,World Class FC ECNL GU15,World Class FC,35284,16,14,1,1,43,2.69,38,13,25
2,FC Stars Blue ECNL GU15,FC Stars,19883,16,13,3,0,39,2.44,44,7,37
3,Connecticut FC ECNL GU15,Connecticut FC,24089,16,11,3,2,35,2.19,31,13,18
4,SUSA FC ECNL GU15,SUSA FC,33738,16,10,3,3,33,2.06,40,16,24
5,Scorpions Soccer ECNL GU15,No Club Selection,35282,16,8,8,0,24,1.5,23,18,5
6,FC Stars White ECNL GU15,FC Stars,20345,16,5,10,1,16,1.0,17,28,-11
7,PDA White ECNL GU15,PDA White (Shore),6860,16,5,10,1,16,1.0,23,34,-11
8,East Meadow SC ECNL GU15,East Meadow Soccer Club,35274,16,1,14,1,4,0.25,5,42,-37
9,FSA FC ECNL GU15,FSA FC,14745,16,0,15,1,1,0.06,9,59,-50
