rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Stars Blue ECNL GU18/U19,FC Stars,19894,15,12,1,2,38,2.53,34,10,24
2,SUSA FC ECNL GU18/19,SUSA FC,19409,16,13,2,1,40,2.5,53,10,43
3,Connecticut FC ECNL GU18/U19,Connecticut FC,7542,15,11,2,2,35,2.33,38,17,21
4,East Meadow SC ECNL GU18/U19,East Meadow Soccer Club,11575,16,10,3,3,33,2.06,30,18,12
5,Scorpions Soccer ECNL GU18/U19,Scorpions SC,7257,16,6,9,1,19,1.19,21,29,-8
6,World Class FC ECNL GU18/19,World Class FC,11573,16,4,11,1,13,0.81,15,29,-14
7,FC Stars White ECNL GU18/U19,FC Stars,1597,16,3,11,2,11,0.69,11,41,-30
8,PDA White ECNL GU18/U19,Players Development Academy,1774,16,2,10,4,10,0.63,13,31,-18
9,FSA FC ECNL GU18/U19,FSA FC,11571,16,1,13,2,5,0.31,12,42,-30
