rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,Dallas Texans ECNL GU13,Dallas Texans,59998,22,9,9,4,31,1.41,36,36,0,GU13,Flight 1
1,Solar SC ECNL GU14,Solar SC,46791,22,22,0,0,66,3.0,100,7,93,GU14,Flight 1
2,Sting Dallas Black ECNL GU14,Sting Soccer Club,11429,22,16,4,2,50,2.27,58,15,43,GU14,Flight 1
3,Sting Austin ECNL GU14,Sting Austin,46779,22,11,6,5,38,1.73,48,27,21,GU14,Flight 1
4,DKSC ECNL GU14,No Club Selection,45734,22,11,7,4,37,1.68,44,39,5,GU14,Flight 1
5,FC Dallas ECNL GU14,FC Dallas Youth,46900,22,9,6,7,34,1.55,37,26,11,GU14,Flight 1
6,Dallas Texans ECNL GU14,Dallas Texans,45786,22,9,6,7,34,1.55,27,25,2,GU14,Flight 1
7,OK Energy FC ECNL GU14,Oklahoma Energy FC,59503,22,10,10,2,32,1.45,49,34,15,GU14,Flight 1
8,AHFC ECNL GU14,Albion Hurricanes FC,39582,22,8,8,6,30,1.36,27,30,-3,GU14,Flight 1
9,Sting Dallas Royal ECNL GU14,Sting Soccer Club,22213,22,7,13,2,23,1.05,25,48,-23,GU14,Flight 1
10,Classics Elite ECNL GU14,Classics Elite Soccer Academy,29192,22,5,13,4,19,0.86,28,72,-44,GU14,Flight 1
11,Challenge SC ECNL GU14,Challenge SC,44419,22,3,17,2,11,0.5,14,46,-32,GU14,Flight 1
12,Tulsa SC ECNL GU14,No Club Selection,44083,22,0,21,1,1,0.05,11,99,-88,GU14,Flight 1
1,Solar SC ECNL GU15,Solar SC,20122,22,22,0,0,66,3.0,130,11,119,GU15,Flight 1
2,FC Dallas ECNL GU15,FC Dallas Youth,46783,22,16,3,3,51,2.32,63,17,46,GU15,Flight 1
3,DKSC ECNL GU15,No Club Selection,35219,22,15,5,2,47,2.14,59,28,31,GU15,Flight 1
4,OK Energy FC ECNL GU15,Oklahoma Energy FC,59504,22,14,5,3,45,2.05,57,21,36,GU15,Flight 1
5,Sting Dallas Black ECNL GU15,Sting Soccer Club,12441,22,10,10,2,32,1.45,33,33,0,GU15,Flight 1
6,Dallas Texans ECNL GU15,Dallas Texans,45790,22,8,10,4,28,1.27,30,34,-4,GU15,Flight 1
7,Challenge SC ECNL GU15,Challenge SC,35214,22,8,11,3,27,1.23,26,44,-18,GU15,Flight 1
8,Tulsa SC ECNL GU15,No Club Selection,35234,22,6,10,6,24,1.09,22,39,-17,GU15,Flight 1
9,AHFC ECNL GU15,Albion Hurricanes FC,35213,22,6,11,5,23,1.05,27,32,-5,GU15,Flight 1
10,Sting Austin ECNL GU15,Sting Austin,35232,22,6,11,5,23,1.05,26,41,-15,GU15,Flight 1
11,Classics Elite ECNL GU15,Classics Elite Soccer Academy,35215,22,3,16,3,12,0.55,22,83,-61,GU15,Flight 1
12,Sting Dallas Royal ECNL GU15,Sting Soccer Club,45801,22,0,22,0,0,0.0,10,122,-112,GU15,Flight 1
1,Solar SC ECNL GU16,Solar SC,11423,22,21,0,1,64,2.91,76,9,67,GU16,Flight 1
2,FC Dallas ECNL GU16,FC Dallas Youth,46784,22,18,2,2,56,2.55,67,13,54,GU16,Flight 1
3,DKSC ECNL GU16,No Club Selection,19628,22,15,6,1,46,2.09,56,19,37,GU16,Flight 1
4,OK Energy FC ECNL GU16,Oklahoma Energy FC,59505,22,10,6,6,36,1.64,35,30,5,GU16,Flight 1
5,Tulsa SC ECNL GU16,No Club Selection,20413,22,11,9,2,35,1.59,29,36,-7,GU16,Flight 1
6,Dallas Texans ECNL GU16,Dallas Texans,12268,22,10,8,4,34,1.55,31,29,2,GU16,Flight 1
7,Sting Dallas Black ECNL GU16,Sting Soccer Club,20412,22,9,12,1,28,1.27,26,39,-13,GU16,Flight 1
8,AHFC ECNL GU16,Albion Hurricanes FC,20381,22,5,12,5,20,0.91,13,27,-14,GU16,Flight 1
9,Classics Elite ECNL GU16,Classics Elite Soccer Academy,20383,22,6,14,2,20,0.91,25,42,-17,GU16,Flight 1
10,Challenge SC ECNL GU16,Challenge SC,20382,22,5,14,3,18,0.82,27,46,-19,GU16,Flight 1
11,Sting Dallas Royal ECNL GU16,Sting Soccer Club,46274,22,3,13,6,15,0.68,16,54,-38,GU16,Flight 1
