rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,PDA Blue ECNL G06,PDA Blue (North),1822,13,12,0,1,37,2.85,42,7,35
2,Penn Fusion SA ECNL G06,Penn Fusion Soccer Academy,44735,13,12,1,0,36,2.77,36,6,30
3,Bethesda SC ECNL G06,Bethesda SC,20341,13,8,5,0,24,1.85,30,16,14
4,Maryland United FC ECNL G06,No Club Selection,20346,13,7,4,2,23,1.77,14,14,0
5,FC DELCO ECNL G06,FC DELCO,12576,13,6,7,0,18,1.38,20,19,1
6,PDA South ECNL G06,PDA South,1841,13,4,6,3,15,1.15,24,30,-6
7,Match Fit Academy ECNL G06,Match Fit Surf,20347,13,3,8,2,11,0.85,20,39,-19
8,FC Bucks ECNL G06,HEX FC,20344,13,2,8,3,9,0.69,10,27,-17
9,PDA White ECNL G06,Players Development Academy,1827,13,1,8,4,7,0.54,13,29,-16
10,Pipeline SC ECNL G06,Pipeline SC,45829,13,1,9,3,6,0.46,7,29,-22
