rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,PDA Blue ECNL G09,PDA Blue (North),13678,18,16,0,2,50,2.78,71,11,60,G2009,ECNL
2,Match Fit Academy ECNL G09,Match Fit Surf,46947,18,12,3,3,39,2.17,58,17,41,G2009,ECNL
3,FC Bucks ECNL G09,HEX FC,46941,18,9,4,5,32,1.78,38,33,5,G2009,ECNL
4,Penn Fusion SA ECNL G09,Penn Fusion Soccer Academy,46945,18,9,6,3,30,1.67,33,20,13,G2009,ECNL
5,Pipeline SC ECNL G09,Pipeline SC,46948,18,9,7,2,29,1.61,32,25,7,G2009,ECNL
6,FC DELCO ECNL G09,FC DELCO,46942,17,7,7,3,24,1.41,28,22,6,G2009,ECNL
7,Bethesda SC ECNL G09,Bethesda SC,46940,17,7,8,2,23,1.35,32,38,-6,G2009,ECNL
8,PDA White ECNL G09,PDA White (Shore),13679,18,4,12,2,14,0.78,22,49,-27,G2009,ECNL
9,Maryland United FC ECNL G09,Maryland United Football Club,46944,18,4,13,1,13,0.72,18,43,-25,G2009,ECNL
10,PDA South ECNL G09,PDA South,11436,18,0,17,1,1,0.06,12,86,-74,G2009,ECNL
1,Penn Fusion SA ECNL G10,Penn Fusion Soccer Academy,59666,18,15,1,2,47,2.61,60,13,47,G2010,ECNL
2,Match Fit Academy ECNL G10,Match Fit Surf,21396,18,12,2,4,40,2.22,54,20,34,G2010,ECNL
3,Bethesda SC ECNL G10,Bethesda SC,60101,17,12,4,1,37,2.18,32,12,20,G2010,ECNL
4,PDA Blue ECNL G10,PDA Blue (North),56324,18,10,3,5,35,1.94,33,12,21,G2010,ECNL
5,FC DELCO ECNL G10,FC DELCO,59671,17,10,5,2,32,1.88,33,11,22,G2010,ECNL
6,FC Bucks ECNL G10,HEX FC,58137,18,8,8,2,26,1.44,34,38,-4,G2010,ECNL
7,PDA White ECNL G10,PDA White (Shore),35695,18,5,13,0,15,0.83,24,53,-29,G2010,ECNL
8,Pipeline SC ECNL G10,Pipeline SC,53320,18,3,10,5,14,0.78,14,29,-15,G2010,ECNL
9,PDA South ECNL G10,PDA South,20115,18,2,15,1,7,0.39,11,44,-33,G2010,ECNL
10,Maryland United FC ECNL G10,Maryland United Football Club,62050,18,0,16,2,2,0.11,1,64,-63,G2010,ECNL
