rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,PDA Blue ECNL G05/04,PDA Blue (North),1792,12,12,0,0,36,3.0,49,4,45,G2005/2004,ECNL
2,Penn Fusion SA ECNL G05/04,Penn Fusion Soccer Academy,44734,13,7,1,5,26,2.0,22,13,9,G2005/2004,ECNL
3,Pipeline SC ECNL G05/04,No Club Selection,45830,12,6,4,2,20,1.67,18,12,6,G2005/2004,ECNL
4,Match Fit Academy ECNL G05/04,Match Fit Surf,12263,13,6,4,3,21,1.62,26,15,11,G2005/2004,ECNL
5,FC Bucks ECNL G05/04,HEX FC,11974,13,6,4,3,21,1.62,30,26,4,G2005/2004,ECNL
6,Bethesda SC ECNL G05/04,Bethesda SC,11883,13,5,6,2,17,1.31,20,29,-9,G2005/2004,ECNL
7,Maryland United FC ECNL G05/04,No Club Selection,12265,11,4,5,2,14,1.27,18,18,0,G2005/2004,ECNL
8,PDA White ECNL G05/04,Players Development Academy,1866,13,3,7,3,12,0.92,24,26,-2,G2005/2004,ECNL
9,FC DELCO ECNL G05/04,FC DELCO,11808,12,1,9,2,5,0.42,11,40,-29,G2005/2004,ECNL
10,PDA South ECNL G05/04,PDA South,1814,12,1,11,0,3,0.25,7,42,-35,G2005/2004,ECNL
1,PDA Blue ECNL G06,PDA Blue (North),1822,13,12,0,1,37,2.85,42,7,35,G2006,ECNL
2,Penn Fusion SA ECNL G06,Penn Fusion Soccer Academy,44735,13,12,1,0,36,2.77,36,6,30,G2006,ECNL
3,Bethesda SC ECNL G06,Bethesda SC,20341,13,8,5,0,24,1.85,30,16,14,G2006,ECNL
4,Maryland United FC ECNL G06,No Club Selection,20346,13,7,4,2,23,1.77,14,14,0,G2006,ECNL
5,FC DELCO ECNL G06,FC DELCO,12576,13,6,7,0,18,1.38,20,19,1,G2006,ECNL
6,PDA South ECNL G06,PDA South,1841,13,4,6,3,15,1.15,24,30,-6,G2006,ECNL
7,Match Fit Academy ECNL G06,Match Fit Surf,20347,13,3,8,2,11,0.85,20,39,-19,G2006,ECNL
8,FC Bucks ECNL G06,HEX FC,20344,13,2,8,3,9,0.69,10,27,-17,G2006,ECNL
9,PDA White ECNL G06,Players Development Academy,1827,13,1,8,4,7,0.54,13,29,-16,G2006,ECNL
10,Pipeline SC ECNL G06,Pipeline SC,45829,13,1,9,3,6,0.46,7,29,-22,G2006,ECNL
1,PDA Blue ECNL G07,PDA Blue (North),1967,13,13,0,0,39,3.0,60,4,56,G2007,ECNL
2,Penn Fusion SA ECNL G07,No Club Selection,44736,13,9,3,1,28,2.15,21,8,13,G2007,ECNL
3,Match Fit Academy ECNL G07,Match Fit Surf,34504,13,8,2,3,27,2.08,36,14,22,G2007,ECNL
4,Maryland United FC ECNL G07,No Club Selection,35283,13,8,4,1,25,1.92,21,20,1,G2007,ECNL
5,FC DELCO ECNL G07,FC DELCO,12575,13,5,4,4,19,1.46,26,23,3,G2007,ECNL
6,PDA White ECNL G07,PDA White (Shore),6860,13,4,6,3,15,1.15,20,21,-1,G2007,ECNL
7,Bethesda SC ECNL G07,Bethesda SC,35273,13,4,6,3,15,1.15,16,29,-13,G2007,ECNL
8,PDA South ECNL G07,PDA South,1840,13,2,6,5,11,0.85,7,22,-15,G2007,ECNL
9,Pipeline SC ECNL G07,Pipeline SC,45828,13,1,12,0,3,0.23,5,44,-39,G2007,ECNL
10,FC Bucks ECNL G07,HEX FC,33878,13,0,11,2,2,0.15,5,32,-27,G2007,ECNL
1,Penn Fusion SA ECNL G08,Penn Fusion Soccer Academy,44737,13,13,0,0,39,3.0,54,8,46,G2008,ECNL
2,PDA Blue ECNL G08,PDA Blue (North),3701,13,11,2,0,33,2.54,41,8,33,G2008,ECNL
3,Bethesda SC ECNL G08,Bethesda SC,46815,13,9,3,1,28,2.15,30,20,10,G2008,ECNL
4,Pipeline SC ECNL G08,Pipeline SC,45827,13,7,4,2,23,1.77,17,14,3,G2008,ECNL
5,FC DELCO ECNL G08,FC DELCO,36383,13,3,7,3,12,0.92,18,23,-5,G2008,ECNL
6,PDA White ECNL G08,PDA White (Shore),11460,13,3,8,2,11,0.85,13,22,-9,G2008,ECNL
7,Maryland United FC ECNL G08,Maryland United Football Club,36637,13,2,7,4,10,0.77,9,25,-16,G2008,ECNL
8,FC Bucks ECNL G08,HEX FC,26917,12,2,7,3,9,0.75,10,27,-17,G2008,ECNL
9,Match Fit Academy ECNL G08,Match Fit Surf,34505,13,1,7,5,8,0.62,12,33,-21,G2008,ECNL
10,PDA South ECNL G08,PDA South,1815,12,1,7,4,7,0.58,8,32,-24,G2008,ECNL
