rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Connecticut FC United ECNL G2009/10,Connecticut FC,68939,0,0,0,0,0,0.0,0,0,0
2,East Meadow Soccer Club ECNL G2009/10,East Meadow Soccer Club,134805,0,0,0,0,0,0.0,0,0,0
3,FC Stars Blue ECNL G2009/10,FC Stars,36636,0,0,0,0,0,0.0,0,0,0
4,FC Stars White ECNL G2009/10,FC Stars,36635,0,0,0,0,0,0.0,0,0,0
5,FSA FC ECNL G2009/10,FSA FC,60791,0,0,0,0,0,0.0,0,0,0
6,Scorpions SC ECNL G2009/10,Scorpions SC,59799,0,0,0,0,0,0.0,0,0,0
7,Select ECNL G2009/10,Select,134374,0,0,0,0,0,0.0,0,0,0
8,SUSA FC ECNL G2009/10,SUSA FC,59680,0,0,0,0,0,0.0,0,0,0
9,World Class FC ECNL G2009/10,World Class FC,14328,0,0,0,0,0,0.0,0,0,0
