rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Connecticut FC United ECNL G2008/09,Connecticut FC,47024,0,0,0,0,0,0.0,0,0,0
2,East Meadow Soccer Club ECNL G2008/09,East Meadow Soccer Club,134804,0,0,0,0,0,0.0,0,0,0
3,FC Stars Blue ECNL G2008/09,FC Stars,35278,0,0,0,0,0,0.0,0,0,0
4,FC Stars White ECNL G2008/09,FC Stars,21552,0,0,0,0,0,0.0,0,0,0
5,FSA FC ECNL G2008/09,FSA FC,46953,0,0,0,0,0,0.0,0,0,0
6,Scorpions SC ECNL G2008/09,Scorpions SC,36639,0,0,0,0,0,0.0,0,0,0
7,Select ECNL G2008/09,Select,134375,0,0,0,0,0,0.0,0,0,0
8,SUSA FC ECNL G2008/09,SUSA FC,46963,0,0,0,0,0,0.0,0,0,0
9,World Class FC ECNL G2008/09,World Class FC,46959,0,0,0,0,0,0.0,0,0,0
