rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,SLSG Navy ECNL G06,St. Louis Scott Gallagher,20075,14,14,0,0,42,3.0,65,4,61
2,Eclipse Select SC ECNL G06,Eclipse Select Soccer Club,20375,14,12,2,0,36,2.57,53,24,29
3,Michigan Hawks ECNL G06,Michigan Hawks,19884,14,9,2,3,30,2.14,28,10,18
4,Sporting Blue Valley ECNL G06,Sporting Blue Valley,46619,14,9,3,2,29,2.07,47,21,26
5,Minnesota Thunder ECNL G06,No Club Selection,20378,14,9,5,0,27,1.93,43,30,13
6,SLSG Green ECNL G06,St. Louis Scott Gallagher,20379,14,7,3,4,25,1.79,24,13,11
7,Kansas City Athletics ECNL G06,KC Athletics,19378,14,7,5,2,23,1.64,28,16,12
8,Rockford Raptors FC ECNL G06,Rockford Raptors FC,46931,14,6,5,3,21,1.5,26,26,0
9,Gretna Elite Academy ECNL G06,Gretna Elite Academy,11467,14,4,6,4,16,1.14,26,33,-7
10,Liverpool FC IA Michigan ECNL G06,Liverpool FC-IA Michigan,58650,14,4,8,2,14,1.0,16,27,-11
11,FC Wisconsin ECNL G06,FC Wisconsin Girls,20376,14,3,8,3,12,0.86,21,46,-25
12,Eclipse Select SC North ECNL G06,Eclipse Select Soccer Club,20099,14,3,11,0,9,0.64,9,38,-29
13,Michigan Hawks Magic ECNL G06,Michigan Hawks,20377,14,3,11,0,9,0.64,7,44,-37
14,Sporting Iowa ECNL G06,Sporting Iowa Central,59754,14,1,11,2,5,0.36,12,47,-35
15,Midwest United FC ECNL G06,Midwest United FC,59330,14,1,12,1,4,0.29,7,33,-26
