rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Sting Black ECNL G08,Sting Soccer Club,11429,15,13,0,2,41,2.73,40,5,35
2,Real Colorado National ECNL G08,Real Colorado,45853,15,13,0,2,41,2.73,35,5,30
3,Solar SC ECNL G08,Solar SC,46791,15,11,1,3,36,2.4,49,11,38
4,FC Dallas ECNL G08,FC Dallas Youth,46900,15,10,4,1,31,2.07,35,21,14
5,Sting Austin ECNL G08,Sting Austin,46779,15,8,3,4,28,1.87,24,16,8
6,Colorado Rush ECNL G08,Colorado Rush,94980,15,7,4,4,25,1.67,29,19,10
7,DKSC ECNL G08,No Club Selection,45734,15,6,7,2,20,1.33,31,29,2
8,Real Colorado Athletico ECNL G08,Real Colorado,46443,15,5,6,4,19,1.27,26,23,3
9,Albion Hurricanes FC ECNL G08,Albion Hurricanes FC,39582,15,4,4,7,19,1.27,13,11,2
10,OK Energy FC ECNL G08,Oklahoma Energy FC,59503,15,6,8,1,19,1.27,30,34,-4
11,Colorado Rapids ECNL G08,Colorado Storm,46752,15,5,7,3,18,1.2,25,21,4
12,Classics Elite ECNL G08,Classics Elite Soccer Academy,29192,15,4,10,1,13,0.87,15,33,-18
13,Sting Royal ECNL G08,Sting Soccer Club,22213,15,4,10,1,13,0.87,20,34,-14
14,Challenge SC ECNL G08,Challenge SC,44419,15,2,10,3,9,0.6,12,25,-13
15,Dallas Texans ECNL G08,Dallas Texans,45786,15,2,12,1,7,0.47,12,36,-24
16,Tulsa SC ECNL G08,No Club Selection,44083,15,0,14,1,1,0.07,1,74,-73
