rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Solar SC ECNL G09,Solar SC,59562,15,13,1,1,40,2.67,56,12,44
2,Sting Royal ECNL G09,Sting Soccer Club,68973,15,12,1,2,38,2.53,42,8,34
3,FC Dallas ECNL G09,FC Dallas Youth,58541,15,10,1,4,34,2.27,48,13,35
4,Real Colorado National ECNL G09,Real Colorado,58631,15,10,4,1,31,2.07,35,14,21
5,Sting Black ECNL G09,Sting Soccer Club,59553,15,9,4,2,29,1.93,30,14,16
6,Albion Hurricanes FC ECNL G09,Albion Hurricanes FC,59340,15,8,5,2,26,1.73,22,16,6
7,Sting Austin ECNL G09,Sting Austin,45246,15,8,5,2,26,1.73,28,15,13
8,Colorado Rush ECNL G09,Colorado Rush,94982,15,7,6,2,23,1.53,33,31,2
9,Dallas Texans ECNL G09,Dallas Texans,59998,15,6,5,4,22,1.47,22,24,-2
10,Colorado Rapids ECNL G09,Colorado Storm,59850,15,6,9,0,18,1.2,20,31,-11
11,OK Energy FC ECNL G09,Oklahoma Energy FC,59502,15,5,7,3,18,1.2,33,38,-5
12,Challenge SC ECNL G09,Challenge SC,55881,15,4,10,1,13,0.87,15,30,-15
13,DKSC ECNL G09,DKSC,47082,15,3,9,3,12,0.8,15,43,-28
14,Tulsa SC ECNL G09,No Club Selection,43250,15,3,11,1,10,0.67,16,42,-26
15,Classics Elite ECNL G09,Classics Elite Soccer Academy,40417,15,2,13,0,6,0.4,16,56,-40
16,Real Colorado Athletico ECNL G09,Real Colorado,58634,15,0,15,0,0,0.0,8,52,-44
