rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,MVLA ECNL G10,MVLA,33633,18,16,0,2,50,2.78,112,4,108
2,Bay Area Surf ECNL G10,Bay Area Surf,69036,18,14,2,2,44,2.44,70,15,55
3,Mustang SC ECNL G10,Mustang Soccer,18712,18,12,2,4,40,2.22,70,5,65
4,De Anza Force ECNL G10,Force,62271,18,12,6,0,36,2.0,51,22,29
5,San Juan SC ECNL G10,San Juan Soccer Club,32669,18,9,6,3,30,1.67,46,27,19
6,Placer United ECNL G10,Placer United Soccer Club,68832,18,7,9,2,23,1.28,17,48,-31
7,Davis Legacy ECNL G10,Davis Legacy Soccer Club,69625,18,4,13,1,13,0.72,19,61,-42
8,Pleasanton RAGE ECNL G10,Pleasanton Rage,44309,18,4,13,1,13,0.72,16,63,-47
9,Santa Rosa United ECNL G10,Santa Rosa United Soccer,68674,18,3,13,2,11,0.61,19,81,-62
10,Marin FC ECNL G10,Marin FC,62042,18,0,17,1,1,0.06,4,98,-94
