rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,SUSA FC ECNL G11,SUSA FC,59943,14,12,1,1,37,2.64,41,4,37
2,East Meadow SC ECNL G11,East Meadow Soccer Club,60352,14,10,2,2,32,2.29,37,9,28
3,FC Stars Blue ECNL G11,FC Stars,61500,14,9,3,2,29,2.07,30,10,20
4,World Class FC ECNL G11,World Class FC,40890,14,8,5,1,25,1.79,28,16,12
5,Connecticut FC ECNL G11,Connecticut FC,82324,14,6,8,0,18,1.29,19,35,-16
6,FSA FC ECNL  G11,FSA FC,60789,13,2,9,2,8,0.62,4,28,-24
7,Scorpions SC ECNL G11,Scorpions SC,69533,13,2,9,2,8,0.62,5,22,-17
8,FC Stars White ECNL G11,FC Stars,61270,14,0,12,2,2,0.14,4,44,-40
