rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Stars Blue ECNL G08,FC Stars,35278,14,12,1,1,37,2.64,41,11,30
2,World Class FC ECNL G08,World Class FC,36640,14,10,1,3,33,2.36,28,9,19
3,Connecticut FC ECNL G08,Connecticut FC,46829,14,7,3,4,25,1.79,21,12,9
4,SUSA FC ECNL G08,SUSA FC,14509,14,7,6,1,22,1.57,27,16,11
5,Scorpions SC ECNL G08,Scorpions SC,46961,14,6,6,2,20,1.43,20,19,1
6,FSA FC ECNL G08,FSA FC,25539,14,3,9,2,11,0.79,15,27,-12
7,East Meadow SC ECNL G08,East Meadow Soccer Club,36634,14,2,11,1,7,0.5,6,31,-25
8,FC Stars White ECNL G08,FC Stars,21552,14,1,11,2,5,0.36,8,41,-33
