rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,FC Pride Elite ECNL G10,FC Pride,45767,16,13,0,3,42,2.63,45,10,35
2,Indy Eleven Pro Academy ECNL G10,Indy Eleven Academy,46996,16,7,3,6,27,1.69,20,12,8
3,Tennessee Soccer Club ECNL G10,Tennessee SC,69535,16,7,6,3,24,1.5,27,18,9
4,Ohio Elite Soccer Academy ECNL G10,Ohio Elite Soccer Academy,47009,16,6,9,1,19,1.19,17,23,-6
5,FC Alliance ECNL G10,FC Alliance TN,59430,16,5,9,2,17,1.06,19,28,-9
6,Racing Louisville Academy  ECNL G10,Racing Louisville Academy,60642,16,4,8,4,16,1.0,26,35,-9
