rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Ohio Premier ECNL G08,Ohio Premier,46800,16,9,3,4,31,1.94,21,9,12
2,Internationals SC ECNL G08,Internationals SC,46797,16,8,4,4,28,1.75,23,17,6
3,WNY Flash ECNL G08,WNY Flash Academy,12942,16,8,6,2,26,1.63,23,17,6
4,Kings Hammer SC ECNL G08, Kings Hammer Columbus,47017,16,4,7,5,17,1.06,16,24,-8
5,Pittsburgh Riverhounds ECNL G08,Pittsburgh Riverhounds,46802,16,5,9,2,17,1.06,29,34,-5
6,Cleveland Force SC ECNL G08,Cleveland Force SC,46988,16,2,13,1,7,0.44,9,28,-19
