rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Internationals SC ECNL G06/05,Internationals SC,20363,16,14,1,1,43,2.69,76,20,56
2,Ohio Premier ECNL G06/05,Ohio Premier,20367,16,10,3,3,33,2.06,43,16,27
3,WNY Flash ECNL G06/05,WNY Flash Academy,20373,16,7,6,3,24,1.5,33,30,3
4,Pittsburgh Riverhounds ECNL G06/05,Pittsburgh Riverhounds,20369,16,3,8,5,14,0.88,23,43,-20
5,Kings Hammer SC ECNL G06/05, Kings Hammer Columbus,47019,16,1,11,4,7,0.44,18,45,-27
6,Cleveland Force SC ECNL G06/05,Cleveland Force SC,46990,16,1,12,3,6,0.38,14,51,-37
