rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Internationals SC ECNL G10,Internationals SC,47002,16,13,2,1,40,2.5,49,16,33
2,WNY Flash ECNL G10,WNY Flash Academy,47037,16,8,6,2,26,1.63,38,23,15
3,Cleveland Force SC ECNL G10,Cleveland Force SC,46986,16,6,5,5,23,1.44,30,26,4
4,Ohio Premier ECNL G10,Ohio Premier,65018,16,6,6,4,22,1.38,24,20,4
5,Pittsburgh Riverhounds ECNL G10,Pittsburgh Riverhounds,60737,16,4,10,2,14,0.88,21,34,-13
6,Kings Hammer SC ECNL G10, Kings Hammer Columbus,47015,16,0,15,1,1,0.06,9,80,-71
