rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Ohio Elite Soccer Academy ECNL G09,Ohio Elite Soccer Academy,47010,16,13,1,2,41,2.56,37,10,27
2,Tennessee Soccer Club ECNL G09,Tennessee SC,47036,16,9,5,2,29,1.81,37,17,20
3,Indy Eleven Pro Academy ECNL G09,Indy Eleven Academy,46997,16,4,6,6,18,1.13,14,19,-5
4,Racing Louisville Academy ECNL G09,Racing Louisville Academy,59527,16,5,9,2,17,1.06,22,39,-17
5,FC Alliance ECNL G09,FC Alliance TN,59348,16,4,9,3,15,0.94,15,39,-24
6,FC Pride Elite ECNL G09,FC Pride,45768,16,2,10,4,10,0.63,8,30,-22
