rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Internationals SC ECNL G09,Internationals SC,47003,16,14,1,1,43,2.69,65,15,50
2,Ohio Premier ECNL G09,Ohio Premier,60137,16,9,5,2,29,1.81,31,20,11
3,Cleveland Force SC ECNL G09,Cleveland Force SC,46987,16,6,6,4,22,1.38,25,30,-5
4,Kings Hammer SC ECNL G09, Kings Hammer Columbus,47016,16,5,9,2,17,1.06,26,35,-9
5,WNY Flash ECNL G09,WNY Flash Academy,47038,16,4,7,5,17,1.06,33,48,-15
6,Pittsburgh Riverhounds  ECNL G09,Pittsburgh Riverhounds,4298,16,3,10,3,12,0.75,13,24,-11
