rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Cleveland Force SC ECNL G11,Cleveland Force SC,60170,16,10,1,5,35,2.19,40,18,22
2,Internationals SC ECNL G11,Internationals SC,54724,16,9,3,4,31,1.94,23,17,6
3,WNY Flash ECNL G11,WNY Flash Academy,36933,16,9,5,2,29,1.81,31,13,18
4,Ohio Premier ECNL G11,Ohio Premier,65017,16,8,3,5,29,1.81,28,16,12
5,Kings Hammer SC ECNL G11, Kings Hammer Columbus,52788,16,6,6,4,22,1.38,20,15,5
6,Pittsburgh Riverhounds ECNL G11,Pittsburgh Riverhounds,82213,16,3,12,1,10,0.63,15,52,-37
