rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
6,Washington Premier ECNL G11,Washington Premier FC,81526,18,9,7,2,29,1.61,31,35,-4,G2011,ECNL
7,PacNW SC ECNL G11,PacNW,81140,18,3,11,4,13,0.72,20,42,-22,G2011,ECNL
8,Oregon Surf ECNL G11,Oregon Surf SC,90909,18,3,13,2,11,0.61,9,35,-26,G2011,ECNL
9,Seattle United ECNL G11,Seattle United,77000,18,2,14,2,8,0.44,15,40,-25,G2011,ECNL
10,Boise Thorns FC ECNL G11,Boise Timbers | Thorns,82108,18,2,14,2,8,0.44,14,58,-44,G2011,ECNL
1,XF Academy ECNL G12,Crossfire Premier,94927,18,17,0,1,52,2.89,66,7,59,G2012,ECNL
2,Washington Premier ECNL G12,Washington Premier FC,83471,18,11,2,5,38,2.11,63,20,43,G2012,ECNL
3,Eastside FC ECNL G12,Eastside FC (WA),80480,18,10,4,4,34,1.89,42,28,14,G2012,ECNL
4,La Roca FC ECNL G12,La Roca FC,94433,18,9,3,6,33,1.83,31,27,4,G2012,ECNL
5,Utah Avalanche ECNL G12,Utah Avalanche,81565,18,9,6,3,30,1.67,27,17,10,G2012,ECNL
6,Portland Thorns ECNL G12,Portland Thorns FC,78875,18,7,8,3,24,1.33,20,32,-12,G2012,ECNL
7,Oregon Surf ECNL G12,Oregon Surf SC,90910,18,5,12,1,16,0.89,11,46,-35,G2012,ECNL
8,Seattle United ECNL G12,Seattle United,88412,18,3,10,5,14,0.78,20,32,-12,G2012,ECNL
9,Boise Thorns FC ECNL G12,Boise Timbers | Thorns,82285,18,3,13,2,11,0.61,22,48,-26,G2012,ECNL
10,PacNW SC ECNL G12,PacNW,85527,18,1,17,0,3,0.17,15,60,-45,G2012,ECNL
1,Portland Thorns ECNL G13,Portland Thorns FC,110034,18,15,1,2,47,2.61,49,6,43,G2013,ECNL
2,XF Academy ECNL G13,Crossfire Premier,104549,18,13,2,3,42,2.33,59,9,50,G2013,ECNL
3,Eastside FC ECNL G13,Eastside FC (WA),90882,18,13,4,1,40,2.22,44,9,35,G2013,ECNL
4,Utah Avalanche ECNL G13,Utah Avalanche,103936,18,11,4,3,36,2.0,27,12,15,G2013,ECNL
5,Washington Premier ECNL G13,Washington Premier FC,99088,18,11,6,1,34,1.89,41,17,24,G2013,ECNL
6,Oregon Surf ECNL G13,Oregon Surf SC,90916,18,8,9,1,25,1.39,23,30,-7,G2013,ECNL
7,Seattle United ECNL G13,Seattle United,103559,18,6,10,2,20,1.11,22,27,-5,G2013,ECNL
8,Boise Thorns FC ECNL G13,Boise Timbers | Thorns,115480,18,1,13,4,7,0.39,12,72,-60,G2013,ECNL
9,La Roca FC ECNL G13,La Roca FC,117540,18,1,15,2,5,0.28,6,49,-43,G2013,ECNL
10,PacNW SC ECNL G13,PacNW,104642,18,0,15,3,3,0.17,6,58,-52,G2013,ECNL
