rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,XF Academy ECNL G08/07,No Club Selection,21818,18,15,0,3,48,2.67,71,6,65,G2008/2007,ECNL
2,Boise Thorns FC ECNL G08/07,Boise Timbers | Thorns,46756,18,9,3,6,33,1.83,24,15,9,G2008/2007,ECNL
3,Portland Thorns ECNL G08/07,Portland Thorns FC,45861,18,9,3,6,33,1.83,23,18,5,G2008/2007,ECNL
4,Utah Avalanche ECNL G08/07,Utah Avalanche,46754,18,8,8,2,26,1.44,22,31,-9,G2008/2007,ECNL
5,La Roca FC ECNL G08/07,La Roca FC,45848,18,6,8,4,22,1.22,20,21,-1,G2008/2007,ECNL
6,Oregon Surf ECNL G08/07,Oregon Surf SC,90903,18,6,10,2,20,1.11,20,29,-9,G2008/2007,ECNL
7,Seattle United ECNL G08/07,Seattle United,39162,18,5,9,4,19,1.06,20,28,-8,G2008/2007,ECNL
8,Eastside FC ECNL G08/07,Eastside FC (WA),46753,18,5,9,4,19,1.06,24,41,-17,G2008/2007,ECNL
9,Washington Premier ECNL G08/07,Washington Premier FC,39098,18,3,8,7,16,0.89,17,35,-18,G2008/2007,ECNL
10,PacNW SC ECNL G08/07,PacNW,35172,18,4,12,2,14,0.78,18,35,-17,G2008/2007,ECNL
1,La Roca FC ECNL G09,La Roca FC,45847,18,14,2,2,44,2.44,46,9,37,G2009,ECNL
2,XF Academy ECNL G09,Crossfire Premier,60436,18,10,4,4,34,1.89,33,16,17,G2009,ECNL
3,Portland Thorns ECNL G09,Portland Thorns FC,59582,18,8,6,4,28,1.56,37,22,15,G2009,ECNL
4,Seattle United ECNL G09,Seattle United,56728,18,8,6,4,28,1.56,26,25,1,G2009,ECNL
5,Washington Premier ECNL G09,Washington Premier FC,54576,18,7,5,6,27,1.5,23,22,1,G2009,ECNL
6,Oregon Surf ECNL G09,Oregon Surf SC,90907,18,5,7,6,21,1.17,18,26,-8,G2009,ECNL
7,Boise Thorns FC ECNL G09,Boise Timbers | Thorns,59556,18,6,10,2,20,1.11,24,33,-9,G2009,ECNL
8,Utah Avalanche ECNL G09,Utah Avalanche,58149,18,6,10,2,20,1.11,23,40,-17,G2009,ECNL
9,Eastside FC ECNL G09,Eastside FC (WA),59855,18,4,9,5,17,0.94,21,28,-7,G2009,ECNL
10,PacNW SC ECNL G09,PacNW,46755,18,3,12,3,12,0.67,18,48,-30,G2009,ECNL
1,Eastside FC ECNL G10,Eastside FC (WA),69451,18,13,2,3,42,2.33,31,15,16,G2010,ECNL
2,XF Academy ECNL G10,Crossfire Premier,62279,18,12,4,2,38,2.11,32,16,16,G2010,ECNL
3,La Roca FC ECNL G10,La Roca FC,69014,18,11,4,3,36,2.0,40,15,25,G2010,ECNL
4,Portland Thorns ECNL G10,Portland Thorns FC,69551,18,10,6,2,32,1.78,34,17,17,G2010,ECNL
5,Utah Avalanche ECNL G10,Utah Avalanche,69486,18,9,5,4,31,1.72,33,21,12,G2010,ECNL
6,Boise Thorns FC ECNL G10,Boise Timbers | Thorns,69320,18,6,8,4,22,1.22,21,25,-4,G2010,ECNL
7,Oregon Surf ECNL G10,Oregon Surf SC,90908,18,5,11,2,17,0.94,24,43,-19,G2010,ECNL
8,Washington Premier ECNL G10,Washington Premier FC,68860,18,3,11,4,13,0.72,21,36,-15,G2010,ECNL
9,Seattle United ECNL G10,Seattle United,62229,18,3,11,4,13,0.72,18,38,-20,G2010,ECNL
10,PacNW SC ECNL G10,PacNW,68795,18,2,12,4,10,0.56,17,45,-28,G2010,ECNL
1,XF Academy ECNL G11,Crossfire Premier,82131,18,14,3,1,43,2.39,46,5,41,G2011,ECNL
2,Utah Avalanche ECNL G11,Utah Avalanche,69910,18,13,2,3,42,2.33,40,10,30,G2011,ECNL
3,Portland Thorns ECNL G11,Portland Thorns FC,78876,18,13,4,1,40,2.22,46,19,27,G2011,ECNL
4,Eastside FC ECNL G11,Eastside FC (WA),76992,18,11,4,3,36,2.0,40,13,27,G2011,ECNL
5,La Roca FC ECNL G11,La Roca FC,45851,18,9,7,2,29,1.61,23,27,-4,G2011,ECNL
