rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,XF Academy ECNL G12,Crossfire Premier,94927,18,17,0,1,52,2.89,66,7,59
2,Washington Premier ECNL G12,Washington Premier FC,83471,18,11,2,5,38,2.11,63,20,43
3,Eastside FC ECNL G12,Eastside FC (WA),80480,18,10,4,4,34,1.89,42,28,14
4,La Roca FC ECNL G12,La Roca FC,94433,18,9,3,6,33,1.83,31,27,4
5,Utah Avalanche ECNL G12,Utah Avalanche,81565,18,9,6,3,30,1.67,27,17,10
6,Portland Thorns ECNL G12,Portland Thorns FC,78875,18,7,8,3,24,1.33,20,32,-12
7,Oregon Surf ECNL G12,Oregon Surf SC,90910,18,5,12,1,16,0.89,11,46,-35
8,Seattle United ECNL G12,Seattle United,88412,18,3,10,5,14,0.78,20,32,-12
9,Boise Thorns FC ECNL G12,Boise Timbers | Thorns,82285,18,3,13,2,11,0.61,22,48,-26
10,PacNW SC ECNL G12,PacNW,85527,18,1,17,0,3,0.17,15,60,-45
