rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Solar SC ECNL G09,Solar SC,59562,15,13,1,1,40,2.67,53,8,45
2,FC Dallas ECNL G09,FC Dallas Youth,58541,15,13,1,1,40,2.67,49,4,45
3,Sting Dallas Royal ECNL G09,Sting Soccer Club,68973,15,12,2,1,37,2.47,46,15,31
4,Real Colorado National ECNL G09,Real Colorado,58631,15,11,3,1,34,2.27,52,13,39
5,Albion Hurricanes FC ECNL G09,Albion Hurricanes FC,59340,15,9,3,3,30,2.0,50,12,38
6,Dallas Texans ECNL G09,Dallas Texans,59998,15,9,5,1,28,1.87,29,22,7
7,Sting Dallas Black ECNL G09,Sting Soccer Club,59553,15,7,5,3,24,1.6,32,25,7
8,Challenge SC ECNL G09,Challenge SC,55881,15,6,6,3,21,1.4,25,29,-4
9,Tulsa SC ECNL G09,No Club Selection,43250,15,6,8,1,19,1.27,17,32,-15
10,Colorado Rapids ECNL G09,Colorado Storm,59850,15,4,7,4,16,1.07,28,33,-5
11,OK Energy FC ECNL G09,Oklahoma Energy FC,59502,15,4,10,1,13,0.87,30,48,-18
12,Sting Austin ECNL G09,Sting Austin,45246,15,2,8,5,11,0.73,19,42,-23
13,Classics Elite  ECNL G09,Classics Elite Soccer Academy,40417,15,3,11,1,10,0.67,19,56,-37
14,Real Colorado Athletico ECNL G09,Real Colorado,58634,15,3,11,1,10,0.67,15,45,-30
15,DKSC ECNL G09,DKSC,47082,15,2,13,0,6,0.4,9,58,-49
16,Pride SC ECNL G09,Pride SC,48226,15,1,11,3,6,0.4,14,45,-31
