rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,Penn Fusion SA ECNL G07/06,No Club Selection,44736,10,10,0,0,30,3.0,46,6,40,G2007/2006,ECNL
2,PDA Blue ECNL G07/06,PDA Blue (North),1967,10,9,1,0,27,2.7,40,6,34,G2007/2006,ECNL
3,PDA White ECNL G07/06,PDA White (Shore),6860,10,7,3,0,21,2.1,23,10,13,G2007/2006,ECNL
4,Match Fit Academy ECNL G07/06,Match Fit Surf,34504,10,6,4,0,18,1.8,28,13,15,G2007/2006,ECNL
5,Philadelphia Ukrainian Nationals ECNL G07/06,Philadelphia Ukrainian Nationals,42097,10,5,5,0,15,1.5,18,13,5,G2007/2006,ECNL
6,Bethesda SC ECNL G07/06,Bethesda SC,20341,10,4,5,1,13,1.3,10,34,-24,G2007/2006,ECNL
7,Maryland United FC ECNL G07/06,No Club Selection,35283,10,4,6,0,12,1.2,10,14,-4,G2007/2006,ECNL
8,FC DELCO ECNL G07/06,FC DELCO,12575,10,3,5,2,11,1.1,15,22,-7,G2007/2006,ECNL
9,HEX FC Bucks ECNL G07/06,HEX FC,33878,10,3,7,0,9,0.9,9,17,-8,G2007/2006,ECNL
10,PDA South ECNL G07/06,PDA South,1840,10,1,8,1,4,0.4,7,32,-25,G2007/2006,ECNL
11,Pipeline SC ECNL G07/06,Pipeline SC,45829,10,1,9,0,3,0.3,5,44,-39,G2007/2006,ECNL
1,Penn Fusion SA ECNL G08,Penn Fusion Soccer Academy,44737,10,10,0,0,30,3.0,46,5,41,G2008,ECNL
2,PDA Blue ECNL G08,PDA Blue (North),3701,10,8,1,1,25,2.5,37,8,29,G2008,ECNL
3,Pipeline SC ECNL G08,Pipeline SC,45827,10,6,2,2,20,2.0,16,13,3,G2008,ECNL
4,Bethesda SC ECNL G08,Bethesda SC,46815,10,5,3,2,17,1.7,24,16,8,G2008,ECNL
5,PDA White ECNL G08,PDA White (Shore),11460,10,4,4,2,14,1.4,14,21,-7,G2008,ECNL
6,FC DELCO ECNL G08,FC DELCO,36383,10,4,5,1,13,1.3,14,18,-4,G2008,ECNL
7,HEX FC Bucks ECNL G08,HEX FC,26917,10,4,5,1,13,1.3,12,16,-4,G2008,ECNL
8,Match Fit Academy ECNL G08,Match Fit Surf,34505,10,3,3,4,13,1.3,12,17,-5,G2008,ECNL
9,PDA South ECNL G08,PDA South,1815,10,1,6,3,6,0.6,9,26,-17,G2008,ECNL
10,Maryland United FC ECNL G08,Maryland United Football Club,36637,10,1,7,2,5,0.5,10,24,-14,G2008,ECNL
11,Philadelphia Ukrainian Nationals ECNL G08,Philadelphia Ukrainian Nationals,72153,10,0,10,0,0,0.0,1,31,-30,G2008,ECNL
1,Penn Fusion SA ECNL G09,Penn Fusion Soccer Academy,46945,10,9,0,1,28,2.8,27,6,21,G2009,ECNL
2,PDA Blue ECNL G09,PDA Blue (North),13678,10,8,0,2,26,2.6,36,5,31,G2009,ECNL
3,Match Fit Academy ECNL G09,Match Fit Surf,46947,10,7,2,1,22,2.2,26,9,17,G2009,ECNL
4,FC DELCO ECNL G09,FC DELCO,46942,10,7,3,0,21,2.1,24,11,13,G2009,ECNL
5,Philadelphia Ukrainian Nationals ECNL G09,Philadelphia Ukrainian Nationals,71617,10,6,4,0,18,1.8,22,12,10,G2009,ECNL
6,Pipeline SC ECNL G09,Pipeline SC,46948,10,3,4,3,12,1.2,10,17,-7,G2009,ECNL
7,Maryland United FC ECNL G09,Maryland United Football Club,46944,10,2,5,3,9,0.9,10,18,-8,G2009,ECNL
8,HEX FC Bucks ECNL G09,HEX FC,46941,10,2,6,2,8,0.8,11,27,-16,G2009,ECNL
9,PDA White ECNL G09,PDA White (Shore),13679,10,2,7,1,7,0.7,11,32,-21,G2009,ECNL
10,Bethesda SC ECNL G09,Bethesda SC,46940,10,1,7,2,5,0.5,7,25,-18,G2009,ECNL
11,PDA South ECNL G09,PDA South,11436,10,0,9,1,1,0.1,2,24,-22,G2009,ECNL
1,Penn Fusion SA ECNL G10,Penn Fusion Soccer Academy,59666,10,8,0,2,26,2.6,31,7,24,G2010,ECNL
2,PDA Blue ECNL G10,PDA Blue (North),56324,10,7,0,3,24,2.4,26,9,17,G2010,ECNL
3,Match Fit Academy ECNL G10,Match Fit Surf,21396,10,7,2,1,22,2.2,22,8,14,G2010,ECNL
4,FC DELCO ECNL G10,FC DELCO,59671,10,6,3,1,19,1.9,20,9,11,G2010,ECNL
5,Bethesda SC ECNL G10,Bethesda SC,60101,10,6,3,1,19,1.9,21,11,10,G2010,ECNL
6,Philadelphia Ukrainian Nationals ECNL G10,Philadelphia Ukrainian Nationals,68066,10,5,5,0,15,1.5,25,15,10,G2010,ECNL
7,Maryland United FC ECNL G10,Maryland United Football Club,62050,10,3,5,2,11,1.1,8,14,-6,G2010,ECNL
8,HEX FC Bucks ECNL G10,HEX FC,58137,10,2,6,2,8,0.8,11,28,-17,G2010,ECNL
9,PDA South ECNL G10,PDA South,20115,10,2,7,1,7,0.7,9,18,-9,G2010,ECNL
10,PDA White ECNL G10,PDA White (Shore),35695,10,2,7,1,7,0.7,11,20,-9,G2010,ECNL
11,Pipeline SC ECNL G10,Pipeline SC,53320,10,0,10,0,0,0.0,2,47,-45,G2010,ECNL
1,Bethesda SC ECNL G11,Bethesda SC,69569,20,14,3,3,45,2.25,44,18,26,G2011,ECNL
2,Penn Fusion SA ECNL G11,Penn Fusion Soccer Academy,68841,20,14,5,1,43,2.15,41,13,28,G2011,ECNL
3,Match Fit Academy ECNL G11,Match Fit Surf,34875,20,13,4,3,42,2.1,36,25,11,G2011,ECNL
4,Maryland United FC ECNL G11,Maryland United Football Club,69710,20,12,7,1,37,1.85,31,21,10,G2011,ECNL
5,Philadelphia Ukrainian Nationals ECNL G11,Philadelphia Ukrainian Nationals,68006,20,10,7,3,33,1.65,31,21,10,G2011,ECNL
6,FC DELCO ECNL G11,FC DELCO,68932,20,8,10,2,26,1.3,22,26,-4,G2011,ECNL
7,PDA South ECNL G11,PDA South,48114,20,8,12,0,24,1.2,23,29,-6,G2011,ECNL
8,Pipeline SC ECNL G11,Pipeline SC,55341,20,7,10,3,24,1.2,20,33,-13,G2011,ECNL
9,HEX FC Bucks ECNL G11,HEX FC,67902,20,6,10,4,22,1.1,25,31,-6,G2011,ECNL
10,PDA Blue ECNL G11,PDA Blue (North),44465,20,7,13,0,21,1.05,23,39,-16,G2011,ECNL
11,PDA White ECNL G11,PDA White (Shore),18651,20,1,19,0,3,0.15,11,51,-40,G2011,ECNL
1,PDA Blue ECNL G12,PDA Blue (North),44350,20,17,1,2,53,2.65,72,8,64,G2012,ECNL
2,FC DELCO ECNL G12,FC DELCO,48170,20,14,1,5,47,2.35,53,7,46,G2012,ECNL
3,Penn Fusion SA ECNL G12,Penn Fusion Soccer Academy,81252,20,11,4,5,38,1.9,41,16,25,G2012,ECNL
4,Philadelphia Ukrainian Nationals ECNL G12,Philadelphia Ukrainian Nationals,94617,20,10,4,6,36,1.8,27,16,11,G2012,ECNL
5,Match Fit Academy ECNL G12,Match Fit Surf,54497,20,11,7,2,35,1.75,42,31,11,G2012,ECNL
6,Bethesda SC ECNL G12,Bethesda SC,82193,19,8,7,4,28,1.47,40,24,16,G2012,ECNL
7,Maryland United FC ECNL G12,Maryland United Football Club,82349,18,7,10,1,22,1.22,24,27,-3,G2012,ECNL
8,PDA South ECNL G12,PDA South,56441,19,4,12,3,15,0.79,15,32,-17,G2012,ECNL
