rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Michigan Hawks  ECNL G07,Michigan Hawks,35251,14,14,0,0,42,3.0,54,12,42
2,SLSG Navy ECNL G07,St. Louis Scott Gallagher,34464,14,12,2,0,36,2.57,38,5,33
3,Kansas City Athletics ECNL G07,KC Athletics,19372,14,10,2,2,32,2.29,35,15,20
4,Minnesota Thunder ECNL G07,No Club Selection,35253,14,10,2,2,32,2.29,42,13,29
5,Gretna Elite Academy ECNL G07,No Club Selection,35249,14,9,3,2,29,2.07,45,19,26
6,Sporting Blue Valley ECNL G07,Sporting Blue Valley,46618,14,6,4,4,22,1.57,27,20,7
7,Eclipse Select SC ECNL G07,Eclipse Select Soccer Club,13614,14,6,6,2,20,1.43,40,28,12
8,Midwest United FC ECNL G07,Midwest United FC,59332,14,6,7,1,19,1.36,26,21,5
9,Rockford Raptors ECNL G07,Rockford Raptors FC,15637,14,4,5,5,17,1.21,16,21,-5
10,Chicago Inter Soccer ECNL G07,Chicago Inter,69853,14,4,8,2,14,1.0,10,30,-20
11,Michigan Hawks Magic ECNL G07,Michigan Hawks,35252,14,4,9,1,13,0.93,18,30,-12
12,SLSG Green MO ECNL G07,St. Louis Scott Gallagher,35254,14,3,9,2,11,0.79,18,30,-12
13,Liverpool FC IA Michigan ECNL G07,Liverpool FC-IA Michigan,58649,14,2,9,3,9,0.64,10,42,-32
14,Sporting Iowa ECNL G07,Sporting Iowa Central,59752,14,2,12,0,6,0.43,13,51,-38
15,FC Wisconsin ECNL G07,FC Wisconsin Girls,35250,14,0,14,0,0,0.0,5,60,-55
