rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,SLSG Navy ECNL G09,St. Louis Scott Gallagher,54343,14,11,1,2,35,2.5,36,9,27
2,Eclipse Select SC ECNL G09,Eclipse Select Soccer Club,59906,14,10,2,2,32,2.29,46,9,37
3,Kansas City Athletics ECNL G09,KC Athletics,33175,14,10,3,1,31,2.21,49,15,34
4,Sporting Blue Valley ECNL G09,Sporting Blue Valley,60884,14,10,3,1,31,2.21,34,13,21
5,Michigan Hawks ECNL G09,Michigan Hawks,50646,14,9,2,3,30,2.14,33,14,19
6,Minnesota Thunder ECNL G09,Minnesota Thunder Academy,52518,14,8,4,2,26,1.86,30,13,17
7,Chicago Inter Soccer ECNL G09,Chicago Inter,69850,14,7,7,0,21,1.5,17,23,-6
8,Rockford Raptors ECNL G09,Rockford Raptors FC,60409,14,6,7,1,19,1.36,26,33,-7
9,Gretna Elite Academy ECNL G09,Gretna Elite Academy,55220,14,5,7,2,17,1.21,20,20,0
10,Midwest United FC ECNL G09,Midwest United FC,59336,14,5,7,2,17,1.21,15,21,-6
11,SLSG Green MO ECNL G09,St. Louis Scott Gallagher,53259,14,5,7,2,17,1.21,19,28,-9
12,FC Wisconsin ECNL G09,FC Wisconsin Girls,53835,14,4,9,1,13,0.93,17,28,-11
13,Liverpool FC IA Michigan ECNL G09,Liverpool FC-IA Michigan,58647,14,2,10,2,8,0.57,13,31,-18
14,Michigan Hawks Magic ECNL G09,Michigan Hawks,54823,14,2,11,1,7,0.5,12,33,-21
15,Sporting Iowa ECNL G09,Sporting Iowa Central,59750,14,0,14,0,0,0.0,3,80,-77
