rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Florida Krush ECNL G12,Florida Kraze Krush,46056,15,13,1,1,40,2.67,39,8,31
2,Concorde Fire Premier ECNL G12,Concorde Fire ,89720,15,13,2,0,39,2.6,52,19,33
3,FC Prime ECNL G12,Athletic Club Florida,68940,15,11,2,2,35,2.33,49,25,24
4,GSA ECNL G12,Gwinnett Soccer Academy,89616,15,10,3,2,32,2.13,46,16,30
5, CESA Liberty ECNL G12,Carolina Elite Soccer Academy,87758,15,10,4,1,31,2.07,42,14,28
6,Concorde Fire Platinum ECNL G12,Concorde Fire ,89731,15,9,5,1,28,1.87,33,25,8
7,Jacksonville FC ECNL G12,Jacksonville FC,89659,15,7,5,3,24,1.6,14,18,-4
8,FL Premier FC ECNL G12,Florida Premier FC,89665,15,7,8,0,21,1.4,25,25,0
9,Sporting Jax ECNL G12,Sporting SA,94389,15,6,6,3,21,1.4,18,27,-9
10,Alabama FC ECNL G12,Alabama FC,65968,15,4,8,3,15,1.0,27,37,-10
11,Florida West FC ECNL G12,AC Florida West,89660,15,4,9,2,14,0.93,13,39,-26
12,Atlanta Fire United ECNL G12,Atlanta Fire United,79871,15,3,9,3,12,0.8,17,25,-8
13,United Futbol Academy ECNL G12,United Futbol Academy,81903,15,3,9,3,12,0.8,13,30,-17
14,South Carolina United ECNL G12,South Carolina United FC,89551,15,2,8,5,11,0.73,9,27,-18
15,Orlando Pride ECNL G12,Seminole United,94621,15,1,12,2,5,0.33,14,39,-25
16,Tampa Bay United ECNL G12,Tampa Bay United,69068,15,1,13,1,4,0.27,10,47,-37
