rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Florida Krush ECNL G13,Florida Kraze Krush,106035,15,12,1,2,38,2.53,65,8,57
2,Concorde Fire Platinum ECNL G13,Concorde Fire ,112295,15,12,1,2,38,2.53,49,10,39
3,Florida Premier FC ECNL G13,Florida Premier FC,113726,15,11,0,4,37,2.47,55,12,43
4,GSA ECNL G13,Gwinnett Soccer Academy,98920,15,11,2,2,35,2.33,48,14,34
5,Sporting Jax ECNL G13,Sporting SA,113642,15,10,1,4,34,2.27,32,10,22
6,United Futbol Academy ECNL G13,United Futbol Academy,105642,15,7,5,3,24,1.6,27,25,2
7,Concorde Fire Premier ECNL G13,Concorde Fire ,112296,15,7,5,3,24,1.6,27,30,-3
8,FC Prime ECNL G13,Athletic Club Florida,105806,15,6,7,2,20,1.33,24,27,-3
9,South Carolina United ECNL G13,South Carolina United FC,98643,15,5,7,3,18,1.2,18,23,-5
10,Alabama FC ECNL G13,Alabama FC,98886,15,3,7,5,14,0.93,14,30,-16
11,Jacksonville FC ECNL G13,Jacksonville FC,111248,15,4,10,1,13,0.87,9,33,-24
12,Atlanta Fire United ECNL G13,Atlanta Fire United,79849,15,3,9,3,12,0.8,13,34,-21
13,Orlando Pride ECNL G13,Seminole United,105992,15,2,9,4,10,0.67,12,36,-24
14,Florida West FC ECNL G13,AC Florida West,105972,15,2,11,2,8,0.53,18,55,-37
15,CESA Liberty ECNL G13,Carolina Elite Soccer Academy,106034,15,1,10,4,7,0.47,17,41,-24
16,Tampa Bay United ECNL G13,Tampa Bay United,112271,15,1,12,2,5,0.33,11,51,-40
