rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Concorde Fire Platinum ECNL G11,Concorde Fire ,81340,15,14,1,0,42,2.8,87,5,82
2,GSA ECNL G11,Gwinnett Soccer Academy,78200,15,11,2,2,35,2.33,35,13,22
3,CESA Liberty ECNL G11,Carolina Elite Soccer Academy,78145,15,8,2,5,29,1.93,37,23,14
4,Concorde Fire Premier ECNL G11,Concorde Fire ,81344,15,8,3,4,28,1.87,28,21,7
5,Florida Krush ECNL G11,Florida Kraze Krush,34957,15,8,3,4,28,1.87,24,17,7
6,FC Prime ECNL G11,Athletic Club Florida,83371,15,9,5,1,28,1.87,23,24,-1
7,Alabama FC ECNL G11,Alabama FC,81762,15,7,3,5,26,1.73,36,26,10
8,FL Premier FC ECNL G11,Florida Premier FC,69294,15,6,4,5,23,1.53,24,22,2
9,South Carolina United ECNL G11,South Carolina United FC,78158,15,6,7,2,20,1.33,16,31,-15
10,Sporting Jax ECNL G11,Sporting SA,69334,15,5,7,3,18,1.2,22,27,-5
11,Jacksonville FC ECNL G11,Jacksonville FC,81133,15,5,8,2,17,1.13,20,30,-10
12,Tampa Bay United ECNL G11,Tampa Bay United,69067,15,5,9,1,16,1.07,23,34,-11
13,Atlanta Fire United ECNL G11,Atlanta Fire United,79893,15,3,8,4,13,0.87,11,32,-21
14,United Futbol Academy ECNL G11,United Futbol Academy,78164,15,2,11,2,8,0.53,11,29,-18
15,Florida West FC ECNL G11,AC Florida West,68724,15,1,12,2,5,0.33,14,36,-22
16,Orlando Pride ECNL G11,Seminole United,80370,15,0,13,2,2,0.13,5,46,-41
