rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Michigan Hawks ECNL G11,Michigan Hawks,54493,15,14,0,1,43,2.87,57,5,52
2,Eclipse Select SC ECNL G11,Eclipse Select Soccer Club,78148,15,12,2,1,37,2.47,44,8,36
3,Kansas City Athletics ECNL G11,KC Athletics,79772,15,12,2,1,37,2.47,61,18,43
4,Midwest United FC ECNL G11,Midwest United FC,71849,15,8,3,4,28,1.87,34,18,16
5,Nationals SC ECNL G11,Nationals,94348,15,8,3,4,28,1.87,28,12,16
6,Chicago Inter Soccer ECNL G11,Chicago Inter,79680,15,9,5,1,28,1.87,39,29,10
7,Liverpool FC IA Michigan ECNL G11,Liverpool FC-IA Michigan,69697,15,7,6,2,23,1.53,16,18,-2
8,Minnesota Thunder ECNL G11 ,Minnesota Thunder Academy,71852,15,7,7,1,22,1.47,24,24,0
9,Sporting Blue Valley ECNL G11,Sporting Blue Valley,79701,14,5,6,3,18,1.29,20,19,1
10,SLSG Navy ECNL G11,St. Louis Scott Gallagher,79620,15,5,9,1,16,1.07,16,24,-8
11,Rockford Raptors ECNL G11 ,Rockford Raptors FC,68287,15,3,7,5,14,0.93,25,40,-15
12,SLSG Green ECNL G11,St. Louis Scott Gallagher,79621,15,2,7,6,12,0.8,16,23,-7
13,Michigan Hawks Magic ECNL G11,Michigan Hawks,79687,15,3,9,3,12,0.8,16,34,-18
14,Sporting Iowa ECNL G11,Sporting Iowa Central,79780,15,3,9,3,12,0.8,19,52,-33
15,Gretna Elite Academy ECNL G11,Gretna Elite Academy,60713,15,2,11,2,8,0.53,8,44,-36
16,FC Wisconsin ECNL G11,FC Wisconsin Girls,71855,14,0,14,0,0,0.0,5,60,-55
