rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd
1,Michigan Hawks ECNL G08,Michigan Hawks,46771,15,14,0,1,43,2.87,66,8,58
2,SLSG Navy ECNL G08,St. Louis Scott Gallagher,46768,15,13,0,2,41,2.73,52,6,46
3,Nationals SC ECNL G08,Nationals,94344,15,11,2,2,35,2.33,39,13,26
4,Sporting Blue Valley ECNL G08,Sporting Blue Valley,46617,15,10,2,3,33,2.2,51,25,26
5,Gretna Elite Academy ECNL G08,Gretna Elite Academy,46765,15,7,5,3,24,1.6,29,30,-1
6,Minnesota Thunder ECNL G08,Minnesota Thunder Academy,46774,15,8,7,0,24,1.6,41,18,23
7,Kansas City Athletics ECNL G08,KC Athletics,19672,15,7,6,2,23,1.53,18,27,-9
8,Liverpool FC IA Michigan ECNL G08,Liverpool FC-IA Michigan,59307,15,6,7,2,20,1.33,24,25,-1
9,Eclipse Select SC ECNL G08,Eclipse Select Soccer Club,46760,15,6,8,1,19,1.27,27,29,-2
10,Rockford Raptors ECNL G08 ,Rockford Raptors FC,60410,15,5,7,3,18,1.2,18,42,-24
11,Midwest United FC ECNL G08,Midwest United FC,59334,15,5,7,3,18,1.2,17,31,-14
12,Chicago Inter Soccer ECNL G08,Chicago Inter,69851,15,4,9,2,14,0.93,26,28,-2
13,FC Wisconsin ECNL G08,FC Wisconsin Girls,46764,15,3,9,3,12,0.8,13,29,-16
14,Michigan Hawks Magic ECNL G08,Michigan Hawks,46773,15,2,10,3,9,0.6,13,38,-25
15,SLSG Green ECNL G08,St. Louis Scott Gallagher,46767,15,2,13,0,6,0.4,8,42,-34
16,Sporting Iowa ECNL G08,Sporting Iowa Central,59751,15,1,12,2,5,0.33,20,71,-51
